tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N41104,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N41135,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N41140,2000,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N411SW,1995,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
N411UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N411WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N412SW,1995,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
N412UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N412WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N413AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N413SW,1996,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
N413UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N413WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N414UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N414WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N415UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N415WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N416SW,1995,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,NA,Turbo-fan
N416UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N416WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N417SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N417UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N417WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N418SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N418UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N418WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N419AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N419UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N419WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N420UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N420WN,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N421LV,2001,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N421UA,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N422UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N422WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N423AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N423SW,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N423UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N423WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N424AA,1986,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N424UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N424WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N425AA,1968,Fixed wing single engine,PIPER,PA-28-180,1,4,107,Reciprocating
N425LV,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N425UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N426AA,1986,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N426SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N426UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N426WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N427SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N427UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N427WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N428UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N428WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N429SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N429UA,1995,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N429WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N430SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N430UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N430WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N431AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N431SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N431UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N431WN,2002,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N432SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N432UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N432WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N433AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N433LV,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N433SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N433UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N434AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N434UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N434WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N435AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N435SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N435UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N435WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N436AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N436UA,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N436WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N437AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N437SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N437UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N437WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N438AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N438SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N438UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N438WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N439AA,1987,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N439SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N439UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N439US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,NA,Turbo-fan
N439WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N440AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N440LV,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N440SW,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N440UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N440US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,NA,Turbo-fan
N441SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N441UA,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N441WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N442AS,2013,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N442SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N442UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N442WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N443SW,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N443UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N443WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N444UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N444WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N445SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N445UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N445WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N446SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N446UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N446WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N447SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N447UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N447WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N448SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N448UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N448WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N449SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N449UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N449US,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,NA,Turbo-fan
N449WN,2003,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N450UW,1990,Fixed wing multi engine,BOEING,737-4B7,2,149,NA,Turbo-fan
N450WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N451UA,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N451WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N452SW,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N452UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N452WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N453AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N453SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N453UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N453WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N45440,2009,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N454SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N454UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N454WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N455AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N455CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N455SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N455UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N455WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N456AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N456UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N456WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N457AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N457SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N457UA,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N457WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N458UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N458WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N45905,2012,Fixed wing multi engine,BOEING,787-8,2,260,NA,Turbo-fan
N459AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N459SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N459UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N459WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N460SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N460UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N460WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N461AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N461SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N461UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N461WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N462AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N462UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N462WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N463SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N463UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N463WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N464AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N464SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N464UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N464WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N465SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N465UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N465WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N466AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N466SW,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N466UA,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N466WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N467AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N467AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N467UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N467WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N468AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N468AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N468CA,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N468UA,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N468WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N469AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N469AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N469UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N469WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N470AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N470UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N470WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N471AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N471AS,2014,Fixed wing multi engine,BOEING,737-990ER,2,222,NA,Turbo-fan
N471CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N471UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N472AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N472CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N472UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N472WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N473AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N473UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N473WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N47414,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N474UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N474WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N475AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N475HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N475UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N475WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N476AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N476HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N476UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N476WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N477AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N477CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N477HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N477UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N477WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N478AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N478HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N478UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N478WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N479AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N479CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N479HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N479UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N479WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N480AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N480HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N480UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N480WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N48127,1998,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N481AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N481HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N481UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N481WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N482AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N482UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N482WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N483HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N483UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N483WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N484AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N484HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N484UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N484WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N485AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N485HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N485UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N485WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N486AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N486HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N486UA,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N486WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N487AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N487CA,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N487HA,2001,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N487UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N487WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N488AA,1988,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N488HA,1998,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N488UA,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N488WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N48901,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N489AA,1989,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N489HA,1998,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
